2015-05-10T00:00:15,5299000
2015-05-10T00:00:40,9384000
2015-05-10T00:00:48,21622000
2015-05-10T00:00:54,10291000
2015-05-10T00:01:02,7557000
2015-05-10T00:01:04,18340000
2015-05-10T00:01:21,22425000
2015-05-10T00:03:25,5107000
2015-05-10T00:04:44,22236000
2015-05-10T00:04:48,21624000
2015-05-10T00:05:15,2421000
2015-05-10T00:05:51,2081000
2015-05-10T00:06:42,8632000
2015-05-10T00:07:49,6640000
2015-05-10T00:08:15,425000
2015-05-10T00:08:35,15497000
2015-05-10T00:09:00,8163000
2015-05-10T00:09:23,2761000
2015-05-10T00:09:39,5159000
2015-05-10T00:10:08,3641000
2015-05-10T00:10:13,8216000
2015-05-10T00:11:26,14070000
2015-05-10T00:11:40,2131000
2015-05-10T00:12:27,2498000
2015-05-10T00:12:46,1064000
2015-05-10T00:12:58,24143000
2015-05-10T00:13:24,3991000
2015-05-10T00:13:50,93000
2015-05-10T00:14:16,8427000
2015-05-10T00:14:34,2882000
2015-05-10T00:15:17,8815000
2015-05-10T00:17:50,3587000
2015-05-10T00:19:05,24143000
2015-05-10T00:19:23,795000
2015-05-10T00:20:07,5299000
2015-05-10T00:20:46,24533000
2015-05-10T00:21:08,3245000
2015-05-10T00:21:31,3974000
2015-05-10T00:22:01,23583000
2015-05-10T00:22:34,23803000
2015-05-10T00:22:39,22941000
2015-05-10T00:24:06,13838000
2015-05-10T00:24:27,815000
2015-05-10T00:24:47,24534000
2015-05-10T00:24:48,21677000
2015-05-10T00:25:25,1682000
2015-05-10T00:25:27,5159000
2015-05-10T00:26:00,4593000
2015-05-10T00:26:05,3578000
2015-05-10T00:27:14,5159000
2015-05-10T00:27:17,15623000
2015-05-10T00:28:45,630000
2015-05-10T00:30:03,8542000
2015-05-10T00:30:36,630000
2015-05-10T00:31:22,23633000
2015-05-10T00:31:46,11212000
2015-05-10T00:32:19,23619000
2015-05-10T00:32:32,1698000
2015-05-10T00:32:35,15160000
2015-05-10T00:33:08,21102000
2015-05-10T00:34:26,16679000
2015-05-10T00:34:51,14908000
2015-05-10T00:35:04,24143000
2015-05-10T00:35:30,24113000
2015-05-10T00:35:36,522000
2015-05-10T00:36:44,13449000
2015-05-10T00:38:19,7557000
2015-05-10T00:39:13,6564000
2015-05-10T00:41:12,16679000
2015-05-10T00:42:01,1482000
2015-05-10T00:42:54,10701000
2015-05-10T00:42:58,36000
2015-05-10T00:44:42,5674000
2015-05-10T00:44:50,16679000
2015-05-10T00:45:52,9265000
2015-05-10T00:45:54,22140000
2015-05-10T00:47:18,3128000
2015-05-10T00:48:44,6312000
2015-05-10T00:49:33,15627000
2015-05-10T00:50:01,22639000
2015-05-10T00:50:27,9002000
2015-05-10T00:51:24,14376000
2015-05-10T00:52:14,9265000
2015-05-10T00:53:08,22639000
2015-05-10T00:53:33,1191000
2015-05-10T00:53:48,14895000
2015-05-10T00:53:54,24242000
2015-05-10T00:54:14,150000
2015-05-10T00:56:21,3498000
2015-05-10T00:57:15,20372000
2015-05-10T00:57:19,23828000
2015-05-10T00:57:29,5280000
2015-05-10T00:58:00,36000
2015-05-10T00:58:54,13891000
2015-05-10T00:59:38,36000
2015-05-10T00:59:51,5444000
2015-05-10T01:01:27,11253000
2015-05-10T01:02:08,15183000
2015-05-10T01:03:08,21776000
2015-05-10T01:03:24,1312000
2015-05-10T01:03:45,21596000
2015-05-10T01:03:56,1628000
2015-05-10T01:04:14,22952000
2015-05-10T01:04:36,8894000
2015-05-10T01:06:06,9306000
2015-05-10T01:08:19,3359000
2015-05-10T01:09:07,21999000
2015-05-10T01:11:15,524000
2015-05-10T01:13:45,36000
2015-05-10T01:14:39,16693000
2015-05-10T01:15:55,1983000
2015-05-10T01:17:27,39000
2015-05-10T01:18:19,23396000
2015-05-10T01:23:11,14759000
2015-05-10T01:23:58,15459000
2015-05-10T01:24:01,17122000
2015-05-10T01:27:18,13433000
2015-05-10T01:28:09,5444000
2015-05-10T01:28:49,2973000
2015-05-10T01:29:27,10291000
2015-05-10T01:32:57,21281000
2015-05-10T01:33:34,14954000
2015-05-10T01:35:07,21734000
2015-05-10T01:35:10,5103000
2015-05-10T01:36:04,2039000
2015-05-10T01:36:28,725000
2015-05-10T01:38:20,21281000
2015-05-10T01:39:06,14200000
2015-05-10T01:39:34,1698000
2015-05-10T01:39:59,2637000
2015-05-10T01:40:58,9731000
2015-05-10T01:41:10,1810000
2015-05-10T01:43:03,18120000
2015-05-10T01:43:36,2636000
2015-05-10T01:44:38,3245000
2015-05-10T01:45:28,12533000
2015-05-10T01:45:54,20078000
2015-05-10T01:46:37,24113000
2015-05-10T01:47:17,24113000
2015-05-10T01:52:36,7433000
2015-05-10T01:55:14,8216000
2015-05-10T01:56:17,20734000
2015-05-10T01:59:16,3020000
2015-05-10T01:59:34,9430000
2015-05-10T02:00:26,14090000
2015-05-10T02:01:28,7433000
2015-05-10T02:06:55,3465000
2015-05-10T02:08:16,24153000
2015-05-10T02:11:32,8999000
2015-05-10T02:12:02,23573000
2015-05-10T02:13:57,10959000
2015-05-10T02:16:03,88000
2015-05-10T02:20:55,21860000
2015-05-10T02:24:13,9384000
2015-05-10T02:27:33,22223000
2015-05-10T02:27:53,1204000
2015-05-10T02:30:04,7433000
2015-05-10T02:33:43,2439000
2015-05-10T02:33:44,13640000
2015-05-10T02:34:29,10291000
2015-05-10T02:35:47,22814000
2015-05-10T02:41:41,22952000
2015-05-10T02:42:50,5778000
2015-05-10T02:47:13,8296000
2015-05-10T02:52:32,16812000
2015-05-10T02:53:45,24307000
2015-05-10T02:56:52,7295000
2015-05-10T02:57:16,24070000
2015-05-10T03:02:21,6564000
2015-05-10T03:03:55,1531000
2015-05-10T03:04:46,22941000
2015-05-10T03:06:26,24307000
2015-05-10T03:09:39,4753000
2015-05-10T03:11:11,18527000
2015-05-10T03:11:44,4753000
2015-05-10T03:12:05,10818000
2015-05-10T03:15:20,3353000
2015-05-10T03:21:53,24366000
2015-05-10T03:26:55,19129000
2015-05-10T03:29:49,22639000
2015-05-10T03:29:56,895000
2015-05-10T03:44:04,11253000
2015-05-10T03:44:24,8025000
2015-05-10T03:45:33,17320000
2015-05-10T03:48:13,1941000
2015-05-10T03:51:05,3116000
2015-05-10T04:02:47,1941000
2015-05-10T04:06:41,4799000
2015-05-10T04:08:17,24366000
2015-05-10T04:11:07,22639000
2015-05-10T04:12:32,24367000
2015-05-10T04:14:02,291000
2015-05-10T04:14:43,9307000
2015-05-10T04:15:51,12137000
2015-05-10T04:16:19,14086000
2015-05-10T04:17:34,3638000
2015-05-10T04:17:35,24536000
2015-05-10T04:17:36,6449000
